trip_id,origin_station,destination_station,route_id,day_type,hour_block,distance_km,segment_count,transfer_count,is_peak_hour,weather_condition,traffic_level,station_type_origin,station_type_destination,travel_time_min
TRIP_0448,Aeropuerto,Portal Norte,R4+R1,saturday,18-21,21.8,6,1,1,clear,medium,terminal,terminal,84.99
TRIP_0449,Universidad,Villa Nueva,R1+R3,weekday,09-12,8.7,3,1,0,clear,low,intermedia,barrial,41.79
TRIP_0450,Parque Industrial,Portal Norte,R4+R1,weekday,15-18,15.7,5,1,1,clear,medium,industrial,terminal,67.79
TRIP_0451,Tecnoparque,Lago Azul,R4+R1,weekday,05-07,9.5,3,1,0,clear,medium,industrial,intermedia,43.19
TRIP_0452,Terminal Sur,Centro Histórico,R2,saturday,09-12,7.9,3,0,0,rain,high,terminal,central,39.11
TRIP_0453,Universidad,Terminal Sur,R1+R2,weekday,18-21,10.3,4,1,1,clear,high,intermedia,terminal,61.57
TRIP_0454,Mercado Distrital,Terminal Sur,R2,weekday,12-15,4.0,1,0,0,clear,low,barrial,terminal,16.47
TRIP_0455,Centro Histórico,Terminal Sur,R2,weekday,18-21,7.9,3,0,1,clear,medium,central,terminal,32.43
TRIP_0456,Terminal Sur,San Pedro,R2+R5,saturday,09-12,8.5,3,1,0,clear,high,terminal,intermedia,45.93
TRIP_0457,Hospital Central,Portal Norte,R2+R1,weekday,12-15,8.1,3,1,0,clear,low,central,terminal,37.59
TRIP_0458,Lago Azul,Centro Histórico,R1,saturday,15-18,2.8,1,0,1,clear,medium,intermedia,central,18.06
TRIP_0459,Terminal Sur,Villa Nueva,R3,sunday,18-21,5.2,1,0,1,rain,high,terminal,barrial,27.3
TRIP_0460,Lago Azul,Parque Industrial,R1+R4,weekday,09-12,12.5,4,1,0,clear,low,intermedia,industrial,54.1
TRIP_0461,Centro Histórico,Portal Norte,R1,sunday,15-18,6.0,2,0,1,clear,high,central,terminal,28.41
TRIP_0462,Centro Histórico,Portal Norte,R1,weekday,07-09,6.0,2,0,1,clear,high,central,terminal,33.89
TRIP_0463,Terminal Sur,Parque Industrial,R2+R5,saturday,07-09,9.2,3,1,1,clear,medium,terminal,industrial,48.19
TRIP_0464,Hospital Central,Lago Azul,R2+R1,weekday,07-09,4.9,2,1,1,clear,high,central,intermedia,39.37
TRIP_0465,Lago Azul,Mercado Distrital,R1+R2,sunday,05-07,6.7,3,1,0,clear,medium,intermedia,barrial,33.86
TRIP_0466,Portal Norte,Tecnoparque,R1+R4,weekday,09-12,12.7,4,1,0,clear,high,terminal,industrial,62.71
TRIP_0467,Hospital Central,Centro Histórico,R2,saturday,15-18,2.1,1,0,1,rain,medium,central,central,20.6
TRIP_0468,Terminal Sur,Lago Azul,R3,weekday,07-09,8.7,2,0,1,clear,medium,terminal,intermedia,34.39
TRIP_0469,Hospital Central,Portal Norte,R2+R1,weekday,21-23,8.1,3,1,0,heavy_rain,low,central,terminal,45.43
TRIP_0470,Mercado Distrital,Portal Norte,R2+R1,saturday,05-07,9.9,4,1,0,clear,low,barrial,terminal,37.67
TRIP_0471,Universidad,Tecnoparque,R4,saturday,21-23,4.3,1,0,0,clear,low,intermedia,industrial,18.39
TRIP_0472,Villa Nueva,Terminal Sur,R3,weekday,12-15,5.2,1,0,0,rain,low,barrial,terminal,19.12
TRIP_0473,Centro Histórico,Hospital Central,R2,weekday,15-18,2.1,1,0,1,rain,medium,central,central,22.3
TRIP_0474,Universidad,Portal Norte,R1,weekday,12-15,8.4,3,0,0,clear,medium,intermedia,terminal,31.83
TRIP_0475,Centro Histórico,Aeropuerto,R1+R4,weekday,18-21,15.8,4,1,1,rain,high,central,terminal,81.69
TRIP_0476,Lago Azul,Villa Nueva,R3,sunday,09-12,3.5,1,0,0,clear,low,intermedia,barrial,12.4
TRIP_0477,Mercado Distrital,Lago Azul,R2+R1,saturday,15-18,6.7,3,1,1,clear,medium,barrial,intermedia,46.99
TRIP_0478,Terminal Sur,Universidad,R2+R1,weekday,09-12,10.3,4,1,0,clear,high,terminal,intermedia,55.43
TRIP_0479,Villa Nueva,Universidad,R3+R1,saturday,15-18,8.7,3,1,1,clear,high,barrial,intermedia,48.74
TRIP_0480,Centro Histórico,Lago Azul,R1,weekday,12-15,2.8,1,0,0,clear,low,central,intermedia,13.54
TRIP_0481,Tecnoparque,San Pedro,R4+R1,weekday,09-12,7.4,2,1,0,rain,medium,industrial,intermedia,37.59
TRIP_0482,Hospital Central,Universidad,R2+R1,weekday,12-15,4.5,2,1,0,clear,high,central,intermedia,33.54
TRIP_0483,Parque Industrial,Universidad,R4,weekday,07-09,7.3,2,0,1,clear,low,industrial,intermedia,28.16
TRIP_0484,Lago Azul,Mercado Distrital,R1+R2,weekday,12-15,6.7,3,1,0,clear,low,intermedia,barrial,30.4
TRIP_0485,Portal Norte,Universidad,R1,weekday,07-09,8.4,3,0,1,clear,high,terminal,intermedia,38.39
TRIP_0486,Universidad,Parque Industrial,R4,sunday,12-15,7.3,2,0,0,clear,medium,intermedia,industrial,26.43
TRIP_0487,Hospital Central,Aeropuerto,R5+R4,weekday,09-12,9.5,2,1,0,clear,medium,central,terminal,41.54
TRIP_0488,Portal Norte,Parque Industrial,R1+R4,weekday,07-09,15.7,5,1,1,clear,high,terminal,industrial,83.04
TRIP_0489,Lago Azul,Portal Norte,R1,weekday,15-18,3.2,1,0,1,clear,high,intermedia,terminal,25.85
TRIP_0490,San Pedro,Portal Norte,R1,saturday,12-15,11.5,4,0,0,clear,low,intermedia,terminal,35.4
TRIP_0491,Universidad,Parque Industrial,R4,sunday,15-18,7.3,2,0,1,clear,low,intermedia,industrial,29.79
TRIP_0492,Centro Histórico,Parque Industrial,R2+R5,weekday,18-21,5.5,2,1,1,rain,high,central,industrial,47.93
TRIP_0493,Universidad,San Pedro,R1,saturday,07-09,3.1,1,0,1,clear,medium,intermedia,intermedia,19.76
TRIP_0494,Tecnoparque,Portal Norte,R4+R1,saturday,18-21,12.7,4,1,1,clear,high,industrial,terminal,72.71
TRIP_0495,Lago Azul,Mercado Distrital,R1+R2,weekday,18-21,6.7,3,1,1,clear,low,intermedia,barrial,36.38
TRIP_0496,Tecnoparque,Parque Industrial,R4,weekday,12-15,3.0,1,0,0,rain,medium,industrial,industrial,20.43
TRIP_0497,Centro Histórico,San Pedro,R1,weekday,07-09,5.5,2,0,1,clear,high,central,intermedia,29.95
TRIP_0498,Hospital Central,Lago Azul,R2+R1,saturday,09-12,4.9,2,1,0,clear,low,central,intermedia,24.09
TRIP_0499,Universidad,Portal Norte,R1,weekday,12-15,8.4,3,0,0,clear,medium,intermedia,terminal,30.69
TRIP_0500,Mercado Distrital,Parque Industrial,R2+R5,weekday,12-15,5.2,2,1,0,clear,medium,barrial,industrial,31.32
TRIP_0501,San Pedro,Terminal Sur,R5+R2,weekday,18-21,8.5,3,1,1,clear,high,intermedia,terminal,51.36
TRIP_0502,San Pedro,Aeropuerto,R5+R4,weekday,18-21,12.2,3,1,1,clear,high,intermedia,terminal,70.96
TRIP_0503,San Pedro,Lago Azul,R1,sunday,12-15,8.3,3,0,0,clear,medium,intermedia,intermedia,28.53
TRIP_0504,Lago Azul,San Pedro,R1,weekday,15-18,8.3,3,0,1,heavy_rain,medium,intermedia,intermedia,39.29
TRIP_0505,Hospital Central,Tecnoparque,R5+R4,weekday,15-18,6.4,2,1,1,clear,low,central,industrial,42.24
TRIP_0506,Portal Norte,Parque Industrial,R1+R4,sunday,18-21,15.7,5,1,1,rain,high,terminal,industrial,83.89
TRIP_0507,Hospital Central,Aeropuerto,R5+R4,weekday,07-09,9.5,2,1,1,clear,low,central,terminal,43.96
TRIP_0508,Terminal Sur,Lago Azul,R3,weekday,15-18,8.7,2,0,1,clear,high,terminal,intermedia,40.87
TRIP_0509,San Pedro,Parque Industrial,R5,weekday,07-09,6.1,2,0,1,clear,medium,intermedia,industrial,29.69
TRIP_0510,Terminal Sur,Villa Nueva,R3,saturday,12-15,5.2,1,0,0,clear,high,terminal,barrial,24.32
TRIP_0511,Lago Azul,Aeropuerto,R1+R4,weekday,05-07,18.6,5,1,0,clear,low,intermedia,terminal,64.09
TRIP_0512,Portal Norte,Universidad,R1,weekday,18-21,8.4,3,0,1,clear,high,terminal,intermedia,40.4
TRIP_0513,Centro Histórico,Universidad,R1,saturday,12-15,2.4,1,0,0,clear,low,central,intermedia,12.69
TRIP_0514,Hospital Central,Terminal Sur,R2,sunday,18-21,5.8,2,0,1,clear,high,central,terminal,32.19
TRIP_0515,Hospital Central,Parque Industrial,R5,weekday,15-18,3.4,1,0,1,rain,high,central,industrial,27.7
TRIP_0516,Parque Industrial,Portal Norte,R4+R1,sunday,09-12,15.7,5,1,0,clear,low,industrial,terminal,60.63
TRIP_0517,San Pedro,Aeropuerto,R5+R4,saturday,18-21,12.2,3,1,1,rain,high,intermedia,terminal,68.01
TRIP_0518,San Pedro,Tecnoparque,R1+R4,saturday,12-15,7.4,2,1,0,clear,medium,intermedia,industrial,35.53
TRIP_0519,Universidad,Villa Nueva,R1+R3,weekday,12-15,8.7,3,1,0,clear,high,intermedia,barrial,41.03
TRIP_0520,San Pedro,Centro Histórico,R1,saturday,15-18,5.5,2,0,1,rain,high,intermedia,central,33.35
TRIP_0521,Hospital Central,San Pedro,R5,weekday,15-18,2.7,1,0,1,clear,high,central,intermedia,26.91
TRIP_0522,Aeropuerto,Parque Industrial,R4,saturday,07-09,6.1,1,0,1,heavy_rain,high,terminal,industrial,39.26
TRIP_0523,Tecnoparque,Centro Histórico,R4+R1,saturday,12-15,6.7,2,1,0,clear,medium,industrial,central,34.96
TRIP_0524,Terminal Sur,Lago Azul,R3,weekday,09-12,8.7,2,0,0,clear,low,terminal,intermedia,27.51
TRIP_0525,Parque Industrial,Mercado Distrital,R5+R2,weekday,12-15,5.2,2,1,0,clear,medium,industrial,barrial,33.76
TRIP_0526,Terminal Sur,Portal Norte,R3+R1,weekday,07-09,11.9,3,1,1,clear,high,terminal,terminal,66.52
TRIP_0527,Mercado Distrital,Parque Industrial,R2+R5,weekday,12-15,5.2,2,1,0,clear,high,barrial,industrial,39.34
TRIP_0528,Centro Histórico,Tecnoparque,R1+R4,sunday,12-15,6.7,2,1,0,clear,low,central,industrial,33.01
TRIP_0529,Portal Norte,Hospital Central,R1+R2,sunday,15-18,8.1,3,1,1,clear,high,terminal,central,49.4
TRIP_0530,Parque Industrial,Portal Norte,R4+R1,weekday,21-23,15.7,5,1,0,rain,high,industrial,terminal,80.66
TRIP_0531,Universidad,Centro Histórico,R1,weekday,09-12,2.4,1,0,0,clear,medium,intermedia,central,15.83
TRIP_0532,Hospital Central,Lago Azul,R2+R1,saturday,05-07,4.9,2,1,0,rain,medium,central,intermedia,32.11
TRIP_0533,Centro Histórico,Terminal Sur,R2,sunday,18-21,7.9,3,0,1,clear,high,central,terminal,36.24
TRIP_0534,Universidad,San Pedro,R1,weekday,18-21,3.1,1,0,1,clear,low,intermedia,intermedia,18.72
TRIP_0535,Mercado Distrital,Villa Nueva,R2+R3,weekday,09-12,9.2,2,1,0,clear,medium,barrial,barrial,41.24
TRIP_0536,Mercado Distrital,Parque Industrial,R2+R5,weekday,07-09,5.2,2,1,1,clear,medium,barrial,industrial,40.79
TRIP_0537,Terminal Sur,Universidad,R2+R1,weekday,18-21,10.3,4,1,1,clear,high,terminal,intermedia,64.21
TRIP_0538,San Pedro,Universidad,R1,weekday,21-23,3.1,1,0,0,clear,low,intermedia,intermedia,15.27
TRIP_0539,Mercado Distrital,Lago Azul,R2+R1,weekday,18-21,6.7,3,1,1,clear,high,barrial,intermedia,43.38
TRIP_0540,Centro Histórico,Terminal Sur,R2,sunday,12-15,7.9,3,0,0,clear,low,central,terminal,23.68
TRIP_0541,Hospital Central,Aeropuerto,R5+R4,saturday,12-15,9.5,2,1,0,clear,low,central,terminal,38.16
TRIP_0542,Terminal Sur,Centro Histórico,R2,weekday,15-18,7.9,3,0,1,clear,medium,terminal,central,38.14
TRIP_0543,San Pedro,Mercado Distrital,R5+R2,weekday,09-12,4.5,2,1,0,clear,medium,intermedia,barrial,30.95
TRIP_0544,Aeropuerto,Universidad,R4,weekday,18-21,13.4,3,0,1,clear,medium,terminal,intermedia,49.82
TRIP_0545,Mercado Distrital,Parque Industrial,R2+R5,weekday,09-12,5.2,2,1,0,clear,low,barrial,industrial,29.27
TRIP_0546,Terminal Sur,Lago Azul,R3,weekday,12-15,8.7,2,0,0,clear,medium,terminal,intermedia,30.13
TRIP_0547,Mercado Distrital,Villa Nueva,R2+R3,weekday,07-09,9.2,2,1,1,clear,high,barrial,barrial,50.28
TRIP_0548,Tecnoparque,Universidad,R4,weekday,07-09,4.3,1,0,1,clear,medium,industrial,intermedia,22.62
TRIP_0549,Villa Nueva,San Pedro,R3+R1,weekday,05-07,11.8,4,1,0,clear,medium,barrial,intermedia,53.64
TRIP_0550,Universidad,Tecnoparque,R4,weekday,09-12,4.3,1,0,0,rain,low,intermedia,industrial,21.08
TRIP_0551,Portal Norte,Tecnoparque,R1+R4,weekday,07-09,12.7,4,1,1,clear,high,terminal,industrial,68.46
TRIP_0552,Hospital Central,Villa Nueva,R2+R3,saturday,21-23,11.0,3,1,0,rain,high,central,barrial,61.98
TRIP_0553,Hospital Central,San Pedro,R5,saturday,18-21,2.7,1,0,1,clear,high,central,intermedia,22.59
TRIP_0554,Mercado Distrital,Terminal Sur,R2,saturday,15-18,4.0,1,0,1,heavy_rain,medium,barrial,terminal,29.87
TRIP_0555,San Pedro,Lago Azul,R1,sunday,18-21,8.3,3,0,1,clear,high,intermedia,intermedia,37.18
TRIP_0556,Centro Histórico,Parque Industrial,R2+R5,saturday,09-12,5.5,2,1,0,clear,low,central,industrial,30.02
TRIP_0557,Portal Norte,Lago Azul,R1,weekday,18-21,3.2,1,0,1,clear,medium,terminal,intermedia,20.84
TRIP_0558,San Pedro,Lago Azul,R1,weekday,09-12,8.3,3,0,0,clear,low,intermedia,intermedia,29.33
TRIP_0559,Lago Azul,Centro Histórico,R1,weekday,05-07,2.8,1,0,0,clear,low,intermedia,central,12.79
TRIP_0560,San Pedro,Centro Histórico,R1,weekday,18-21,5.5,2,0,1,heavy_rain,high,intermedia,central,39.32
TRIP_0561,Terminal Sur,Parque Industrial,R2+R5,weekday,15-18,9.2,3,1,1,clear,high,terminal,industrial,49.41
TRIP_0562,Lago Azul,Terminal Sur,R3,sunday,07-09,8.7,2,0,1,clear,high,intermedia,terminal,36.04
TRIP_0563,Aeropuerto,Hospital Central,R4+R5,weekday,15-18,9.5,2,1,1,clear,medium,terminal,central,50.61
TRIP_0564,Lago Azul,Hospital Central,R1+R2,weekday,15-18,4.9,2,1,1,rain,high,intermedia,central,42.52
TRIP_0565,Lago Azul,Aeropuerto,R1+R4,weekday,09-12,18.6,5,1,0,clear,low,intermedia,terminal,67.83
TRIP_0566,San Pedro,Terminal Sur,R5+R2,sunday,15-18,8.5,3,1,1,clear,medium,intermedia,terminal,45.92
TRIP_0567,Centro Histórico,Aeropuerto,R1+R4,weekday,09-12,15.8,4,1,0,clear,low,central,terminal,60.36
TRIP_0568,Villa Nueva,Mercado Distrital,R3+R2,weekday,12-15,9.2,2,1,0,clear,medium,barrial,barrial,38.37
TRIP_0569,Universidad,Villa Nueva,R1+R3,weekday,18-21,8.7,3,1,1,clear,high,intermedia,barrial,57.51
TRIP_0570,Villa Nueva,San Pedro,R3+R1,weekday,09-12,11.8,4,1,0,clear,low,barrial,intermedia,47.63
TRIP_0571,Tecnoparque,Parque Industrial,R4,saturday,15-18,3.0,1,0,1,clear,high,industrial,industrial,27.66
TRIP_0572,San Pedro,Villa Nueva,R1+R3,weekday,09-12,11.8,4,1,0,clear,low,intermedia,barrial,50.71
TRIP_0573,Mercado Distrital,Terminal Sur,R2,weekday,07-09,4.0,1,0,1,rain,high,barrial,terminal,30.59
TRIP_0574,Portal Norte,San Pedro,R1,weekday,15-18,11.5,4,0,1,clear,high,terminal,intermedia,49.91
TRIP_0575,Parque Industrial,Universidad,R4,weekday,15-18,7.3,2,0,1,clear,medium,industrial,intermedia,34.01
TRIP_0576,Lago Azul,Tecnoparque,R1+R4,sunday,09-12,9.5,3,1,0,clear,high,intermedia,industrial,46.46
TRIP_0577,Hospital Central,Lago Azul,R2+R1,saturday,18-21,4.9,2,1,1,clear,high,central,intermedia,38.36
TRIP_0578,Tecnoparque,Aeropuerto,R4,sunday,07-09,9.1,2,0,1,clear,high,industrial,terminal,40.08
TRIP_0579,Hospital Central,Villa Nueva,R2+R3,sunday,15-18,11.0,3,1,1,clear,medium,central,barrial,51.68
TRIP_0580,Centro Histórico,Aeropuerto,R1+R4,saturday,15-18,15.8,4,1,1,clear,medium,central,terminal,67.73
TRIP_0581,Lago Azul,Tecnoparque,R1+R4,sunday,12-15,9.5,3,1,0,rain,low,intermedia,industrial,42.4
TRIP_0582,Mercado Distrital,Villa Nueva,R2+R3,weekday,09-12,9.2,2,1,0,clear,medium,barrial,barrial,40.32
TRIP_0583,Hospital Central,San Pedro,R5,weekday,18-21,2.7,1,0,1,clear,high,central,intermedia,22.68
TRIP_0584,Aeropuerto,Universidad,R4,saturday,07-09,13.4,3,0,1,rain,high,terminal,intermedia,55.13
TRIP_0585,Parque Industrial,Centro Histórico,R5+R2,weekday,12-15,5.5,2,1,0,clear,medium,industrial,central,32.66
TRIP_0586,San Pedro,Parque Industrial,R5,weekday,07-09,6.1,2,0,1,clear,high,intermedia,industrial,33.33
TRIP_0587,Lago Azul,Centro Histórico,R1,weekday,05-07,2.8,1,0,0,rain,medium,intermedia,central,18.67
TRIP_0588,Universidad,Tecnoparque,R4,saturday,05-07,4.3,1,0,0,clear,high,intermedia,industrial,24.96
TRIP_0589,Villa Nueva,Mercado Distrital,R3+R2,weekday,09-12,9.2,2,1,0,clear,medium,barrial,barrial,38.76
TRIP_0590,San Pedro,Mercado Distrital,R5+R2,weekday,07-09,4.5,2,1,1,clear,medium,intermedia,barrial,31.64
TRIP_0591,Aeropuerto,Portal Norte,R4+R1,weekday,07-09,21.8,6,1,1,clear,medium,terminal,terminal,81.46
TRIP_0592,Terminal Sur,Lago Azul,R3,weekday,05-07,8.7,2,0,0,clear,medium,terminal,intermedia,28.96
TRIP_0593,Portal Norte,Parque Industrial,R1+R4,weekday,07-09,15.7,5,1,1,clear,high,terminal,industrial,85.98
TRIP_0594,Hospital Central,Tecnoparque,R5+R4,weekday,09-12,6.4,2,1,0,clear,low,central,industrial,28.58
TRIP_0595,Mercado Distrital,San Pedro,R2+R5,weekday,07-09,4.5,2,1,1,clear,medium,barrial,intermedia,37.37
TRIP_0596,Centro Histórico,San Pedro,R1,weekday,12-15,5.5,2,0,0,clear,low,central,intermedia,19.98
TRIP_0597,Universidad,Parque Industrial,R4,weekday,18-21,7.3,2,0,1,clear,high,intermedia,industrial,40.68
TRIP_0598,Terminal Sur,Universidad,R2+R1,weekday,15-18,10.3,4,1,1,clear,medium,terminal,intermedia,51.09
TRIP_0599,San Pedro,Parque Industrial,R5,saturday,18-21,6.1,2,0,1,clear,high,intermedia,industrial,34.63
TRIP_0600,Mercado Distrital,Terminal Sur,R2,weekday,15-18,4.0,1,0,1,clear,medium,barrial,terminal,22.44
TRIP_0601,Terminal Sur,Parque Industrial,R2+R5,sunday,09-12,9.2,3,1,0,rain,low,terminal,industrial,40.84
TRIP_0602,Terminal Sur,Lago Azul,R3,weekday,07-09,8.7,2,0,1,clear,medium,terminal,intermedia,35.42
TRIP_0603,Mercado Distrital,Portal Norte,R2+R1,sunday,15-18,9.9,4,1,1,clear,medium,barrial,terminal,50.53
TRIP_0604,Mercado Distrital,Universidad,R2+R1,sunday,09-12,6.3,3,1,0,rain,high,barrial,intermedia,37.56
TRIP_0605,Hospital Central,Universidad,R2+R1,weekday,07-09,4.5,2,1,1,rain,medium,central,intermedia,41.43
TRIP_0606,Villa Nueva,Mercado Distrital,R3+R2,weekday,15-18,9.2,2,1,1,clear,medium,barrial,barrial,45.73
TRIP_0607,Hospital Central,Lago Azul,R2+R1,weekday,12-15,4.9,2,1,0,clear,medium,central,intermedia,27.71
TRIP_0608,Tecnoparque,Universidad,R4,weekday,12-15,4.3,1,0,0,rain,medium,industrial,intermedia,22.05
TRIP_0609,Lago Azul,Villa Nueva,R3,weekday,07-09,3.5,1,0,1,rain,high,intermedia,barrial,25.64
TRIP_0610,Centro Histórico,Lago Azul,R1,weekday,15-18,2.8,1,0,1,clear,high,central,intermedia,23.43
TRIP_0611,Universidad,Terminal Sur,R1+R2,weekday,09-12,10.3,4,1,0,rain,low,intermedia,terminal,50.78
TRIP_0612,Portal Norte,Villa Nueva,R1+R3,weekday,09-12,6.7,2,1,0,rain,medium,terminal,barrial,35.96
TRIP_0613,Mercado Distrital,San Pedro,R2+R5,weekday,12-15,4.5,2,1,0,rain,medium,barrial,intermedia,30.47
TRIP_0614,Villa Nueva,Terminal Sur,R3,weekday,21-23,5.2,1,0,0,clear,medium,barrial,terminal,22.35
TRIP_0615,Aeropuerto,Hospital Central,R4+R5,saturday,15-18,9.5,2,1,1,clear,high,terminal,central,56.96
TRIP_0616,San Pedro,Hospital Central,R5,weekday,18-21,2.7,1,0,1,clear,high,intermedia,central,23.4
TRIP_0617,Portal Norte,Aeropuerto,R1+R4,weekday,12-15,21.8,6,1,0,clear,low,terminal,terminal,74.08
TRIP_0618,Hospital Central,Portal Norte,R2+R1,weekday,07-09,8.1,3,1,1,clear,medium,central,terminal,45.53
TRIP_0619,Portal Norte,San Pedro,R1,weekday,09-12,11.5,4,0,0,clear,medium,terminal,intermedia,40.74
TRIP_0620,Mercado Distrital,Parque Industrial,R2+R5,weekday,07-09,5.2,2,1,1,clear,medium,barrial,industrial,37.05
TRIP_0621,Terminal Sur,San Pedro,R2+R5,sunday,15-18,8.5,3,1,1,heavy_rain,medium,terminal,intermedia,49.05
TRIP_0622,Aeropuerto,Lago Azul,R4+R1,sunday,15-18,18.6,5,1,1,rain,high,terminal,intermedia,91.89
TRIP_0623,Parque Industrial,Universidad,R4,saturday,07-09,7.3,2,0,1,clear,low,industrial,intermedia,27.09
TRIP_0624,Centro Histórico,Mercado Distrital,R2,saturday,12-15,3.9,2,0,0,rain,low,central,barrial,19.54
TRIP_0625,Lago Azul,Mercado Distrital,R1+R2,weekday,07-09,6.7,3,1,1,clear,high,intermedia,barrial,39.24
TRIP_0626,Hospital Central,Lago Azul,R2+R1,saturday,15-18,4.9,2,1,1,clear,low,central,intermedia,30.35
TRIP_0627,Villa Nueva,Centro Histórico,R3+R1,weekday,09-12,6.3,2,1,0,clear,medium,barrial,central,31.67
TRIP_0628,Terminal Sur,Portal Norte,R3+R1,weekday,21-23,11.9,3,1,0,clear,low,terminal,terminal,47.89
TRIP_0629,San Pedro,Villa Nueva,R1+R3,weekday,18-21,11.8,4,1,1,clear,medium,intermedia,barrial,58.1
TRIP_0630,San Pedro,Lago Azul,R1,sunday,05-07,8.3,3,0,0,rain,medium,intermedia,intermedia,29.46
TRIP_0631,Centro Histórico,Aeropuerto,R1+R4,sunday,12-15,15.8,4,1,0,clear,medium,central,terminal,62.87
TRIP_0632,Lago Azul,San Pedro,R1,weekday,15-18,8.3,3,0,1,clear,high,intermedia,intermedia,39.28
TRIP_0633,Mercado Distrital,Centro Histórico,R2,weekday,07-09,3.9,2,0,1,clear,high,barrial,central,29.36
TRIP_0634,Hospital Central,Portal Norte,R2+R1,sunday,07-09,8.1,3,1,1,heavy_rain,high,central,terminal,59.46
TRIP_0635,Parque Industrial,Aeropuerto,R4,saturday,12-15,6.1,1,0,0,clear,high,industrial,terminal,29.17
TRIP_0636,Portal Norte,Hospital Central,R1+R2,weekday,18-21,8.1,3,1,1,rain,medium,terminal,central,50.52
TRIP_0637,Universidad,Terminal Sur,R1+R2,weekday,09-12,10.3,4,1,0,clear,low,intermedia,terminal,46.72
TRIP_0638,Mercado Distrital,Lago Azul,R2+R1,weekday,21-23,6.7,3,1,0,clear,low,barrial,intermedia,34.05
TRIP_0639,Centro Histórico,Mercado Distrital,R2,weekday,18-21,3.9,2,0,1,clear,medium,central,barrial,20.56
TRIP_0640,Hospital Central,Terminal Sur,R2,saturday,21-23,5.8,2,0,0,clear,low,central,terminal,20.74
TRIP_0641,Aeropuerto,San Pedro,R4+R5,sunday,15-18,12.2,3,1,1,clear,high,terminal,intermedia,66.27
TRIP_0642,Universidad,Hospital Central,R1+R2,weekday,12-15,4.5,2,1,0,rain,medium,intermedia,central,36.27
TRIP_0643,Villa Nueva,San Pedro,R3+R1,weekday,12-15,11.8,4,1,0,clear,low,barrial,intermedia,50.27
TRIP_0644,Universidad,Hospital Central,R1+R2,saturday,18-21,4.5,2,1,1,rain,medium,intermedia,central,38.47
TRIP_0645,Universidad,Portal Norte,R1,sunday,05-07,8.4,3,0,0,clear,low,intermedia,terminal,26.52
TRIP_0646,Parque Industrial,Aeropuerto,R4,weekday,07-09,6.1,1,0,1,clear,medium,industrial,terminal,27.02
TRIP_0647,Universidad,Tecnoparque,R4,sunday,12-15,4.3,1,0,0,rain,low,intermedia,industrial,19.69
TRIP_0648,Portal Norte,Aeropuerto,R1+R4,saturday,21-23,21.8,6,1,0,clear,medium,terminal,terminal,80.85
TRIP_0649,Villa Nueva,Hospital Central,R3+R2,weekday,15-18,11.0,3,1,1,heavy_rain,high,barrial,central,71.5
TRIP_0650,San Pedro,Parque Industrial,R5,weekday,09-12,6.1,2,0,0,clear,low,intermedia,industrial,23.35
TRIP_0651,Lago Azul,Aeropuerto,R1+R4,weekday,07-09,18.6,5,1,1,clear,medium,intermedia,terminal,73.56
TRIP_0652,Centro Histórico,Portal Norte,R1,weekday,07-09,6.0,2,0,1,clear,high,central,terminal,33.26
TRIP_0653,Aeropuerto,Parque Industrial,R4,weekday,15-18,6.1,1,0,1,clear,medium,terminal,industrial,31.1
TRIP_0654,Aeropuerto,Centro Histórico,R4+R1,weekday,09-12,15.8,4,1,0,clear,medium,terminal,central,64.93
TRIP_0655,Terminal Sur,Mercado Distrital,R2,saturday,15-18,4.0,1,0,1,clear,medium,terminal,barrial,22.7
TRIP_0656,Hospital Central,Terminal Sur,R2,weekday,18-21,5.8,2,0,1,clear,medium,central,terminal,27.99
TRIP_0657,Mercado Distrital,Villa Nueva,R2+R3,weekday,07-09,9.2,2,1,1,rain,high,barrial,barrial,55.03
TRIP_0658,Universidad,Portal Norte,R1,weekday,07-09,8.4,3,0,1,clear,medium,intermedia,terminal,33.64
TRIP_0659,Universidad,Parque Industrial,R4,weekday,07-09,7.3,2,0,1,clear,low,intermedia,industrial,30.92
TRIP_0660,Villa Nueva,Mercado Distrital,R3+R2,weekday,12-15,9.2,2,1,0,clear,high,barrial,barrial,48.21
TRIP_0661,Universidad,Hospital Central,R1+R2,weekday,05-07,4.5,2,1,0,clear,high,intermedia,central,32.91
TRIP_0662,Aeropuerto,Lago Azul,R4+R1,weekday,12-15,18.6,5,1,0,clear,low,terminal,intermedia,64.19
TRIP_0663,Parque Industrial,Aeropuerto,R4,weekday,15-18,6.1,1,0,1,clear,medium,industrial,terminal,31.36
TRIP_0664,Portal Norte,Villa Nueva,R1+R3,weekday,09-12,6.7,2,1,0,clear,high,terminal,barrial,39.11
TRIP_0665,Hospital Central,Lago Azul,R2+R1,weekday,21-23,4.9,2,1,0,clear,high,central,intermedia,33.95
TRIP_0666,Lago Azul,Portal Norte,R1,weekday,12-15,3.2,1,0,0,clear,medium,intermedia,terminal,19.36
TRIP_0667,Hospital Central,Terminal Sur,R2,weekday,15-18,5.8,2,0,1,rain,medium,central,terminal,33.48
TRIP_0668,Terminal Sur,Mercado Distrital,R2,saturday,07-09,4.0,1,0,1,clear,high,terminal,barrial,25.27
